RegionID,SizeRank,RegionName,RegionType,StateName,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21
394753,64,"Knoxville, TN",Msa,TN,"$264,267 ","$263,600 ","$267,217 ","$277,184 ","$286,850 ","$291,600 ","$289,933 ","$283,267 ","$276,600 ","$271,300 ","$267,967 ","$267,467 ","$264,467 ","$264,467 ","$267,967 ","$277,933 ","$289,300 ","$296,267 ","$299,633 ","$299,933 ","$299,267 ","$295,900 ","$288,933 ","$282,633 ","$278,899 ","$282,533 ","$289,532 ","$296,633 ","$305,000 ","$316,667 ","$332,778 ","$344,111 ","$342,444 ","$332,967 ","$317,765 ","$307,732 ","$304,399 ","$309,900 "
394514,4,"Dallas-Fort Worth, TX",Msa,TX,"$342,000 ","$345,333 ","$351,663 ","$359,761 ","$366,094 ","$365,898 ","$359,433 ","$350,855 ","$344,355 ","$341,022 ","$339,600 ","$337,967 ","$335,500 ","$335,800 ","$340,767 ","$348,267 ","$354,933 ","$356,300 ","$354,567 ","$349,533 ","$344,867 ","$341,600 ","$339,997 ","$338,330 ","$335,297 ","$334,600 ","$336,267 ","$339,267 ","$343,133 ","$348,133 ","$354,800 ","$358,133 ","$359,783 ","$359,483 ","$357,950 ","$354,697 ","$352,360 ","$354,027 "
394692,6,"Houston, TX",Msa,TX,"$316,508 ","$318,822 ","$322,221 ","$326,845 ","$330,429 ","$331,755 ","$328,761 ","$323,873 ","$317,681 ","$314,129 ","$310,871 ","$309,242 ","$307,935 ","$308,912 ","$312,171 ","$317,030 ","$320,940 ","$322,243 ","$320,521 ","$316,937 ","$312,375 ","$309,242 ","$306,623 ","$304,668 ","$302,246 ","$301,931 ","$304,506 ","$307,009 ","$311,897 ","$316,166 ","$322,602 ","$327,327 ","$332,215 ","$335,718 ","$337,755 ","$336,800 ","$335,132 ","$335,465 "
395055,26,"San Antonio, TX",Msa,TX,"$279,965 ","$279,998 ","$282,998 ","$288,333 ","$294,667 ","$298,000 ","$297,667 ","$293,030 ","$287,697 ","$282,697 ","$281,000 ","$280,250 ","$280,217 ","$280,183 ","$281,600 ","$284,963 ","$289,963 ","$292,910 ","$292,880 ","$289,580 ","$286,501 ","$283,198 ","$281,198 ","$278,865 ","$278,169 ","$278,499 ","$281,963 ","$285,663 ","$289,667 ","$293,633 ","$297,300 ","$299,933 ","$299,467 ","$297,800 ","$294,467 ","$291,133 ","$289,133 ","$290,833 "
394355,35,"Austin, TX",Msa,TX,"$370,916 ","$372,924 ","$377,367 ","$382,169 ","$383,453 ","$383,495 ","$380,325 ","$374,243 ","$367,840 ","$363,038 ","$359,805 ","$355,323 ","$352,459 ","$354,092 ","$361,135 ","$370,401 ","$376,644 ","$374,401 ","$366,008 ","$356,884 ","$350,481 ","$346,709 ","$344,628 ","$341,429 ","$341,749 ","$345,576 ","$356,140 ","$363,824 ","$372,639 ","$382,883 ","$395,153 ","$406,509 ","$414,193 ","$420,747 ","$425,047 ","$426,645 ","$428,191 ","$434,802 "
394561,68,"El Paso, TX",Msa,TX,"$183,180 ","$183,365 ","$183,637 ","$184,343 ","$184,886 ","$186,612 ","$188,785 ","$191,301 ","$192,180 ","$192,542 ","$192,560 ","$193,665 ","$196,398 ","$199,457 ","$202,172 ","$204,145 ","$206,241 ","$207,861 ","$207,861 ","$207,014 ","$206,299 ","$206,317 ","$207,783 ","$207,780 ","$207,780 ","$206,332 ","$206,335 ","$205,973 ","$206,896 ","$208,870 ","$212,490 ","$215,169 ","$216,798 ","$217,484 ",,,,"$230,977 "
394843,71,"McAllen, TX",Msa,TX,"$192,333 ","$190,666 ","$190,633 ","$191,633 ","$193,133 ","$194,833 ","$194,833 ","$195,000 ","$196,000 ","$195,000 ","$193,333 ","$190,633 ","$189,967 ","$192,633 ","$195,833 ","$200,500 ","$203,579 ","$206,748 ","$207,081 ","$204,669 ","$201,633 ","$199,967 ","$199,967 ","$200,000 ","$199,833 ","$199,500 ","$199,167 ","$199,000 ","$202,333 ","$208,000 ","$215,000 ","$218,667 ","$223,000 ","$227,967 ","$231,630 ","$230,297 ","$226,963 ","$227,300 "
395053,50,"Salt Lake City, UT",Msa,UT,"$418,610 ","$423,873 ","$432,017 ","$437,926 ","$445,188 ","$449,266 ","$450,872 ","$448,725 ","$443,733 ","$436,396 ","$431,064 ","$428,738 ","$428,881 ","$432,460 ","$439,760 ","$452,286 ","$463,380 ","$470,394 ","$468,605 ","$463,237 ","$458,012 ","$455,901 ","$456,413 ","$460,027 ","$467,364 ","$479,342 ","$488,253 ","$486,607 ","$483,028 ","$484,853 ","$495,589 ","$500,957 ","$499,168 ","$496,699 ","$501,852 ","$515,988 ",,
394931,89,"Ogden, UT",Msa,UT,"$349,492 ","$358,310 ","$372,121 ","$384,367 ","$391,449 ","$394,353 ","$394,502 ","$392,059 ","$386,994 ","$381,081 ","$378,761 ","$380,532 ","$388,216 ","$396,485 ","$405,020 ","$412,138 ","$415,396 ","$412,209 ","$406,543 ","$401,585 ","$395,777 ","$385,472 ","$378,354 ","$377,079 ","$386,817 ","$397,973 ","$406,826 ","$407,747 ","$412,527 ","$424,214 ","$441,566 ","$448,684 ","$451,163 ","$450,907 ","$458,839 ","$467,333 ",,
395006,100,"Provo, UT",Msa,UT,"$383,441 ","$391,042 ","$401,669 ","$406,785 ","$402,836 ","$395,952 ","$392,210 ","$391,042 ","$389,325 ","$386,201 ","$381,051 ","$377,651 ","$377,342 ","$381,428 ","$388,978 ","$394,128 ","$396,051 ","$395,368 ","$397,085 ","$399,657 ","$400,996 ","$398,901 ","$396,089 ","$395,200 ","$397,295 ","$403,544 ","$413,360 ","$417,931 ","$423,081 ","$428,231 ","$444,571 ","$460,021 ","$473,786 ","$482,401 ","$496,101 ","$511,521 ","$526,766 ","$533,458 "
395194,36,"Virginia Beach, VA",Msa,VA,"$259,740 ","$259,675 ","$262,561 ","$267,070 ","$272,291 ","$275,858 ","$278,128 ","$278,161 ","$277,836 ","$275,566 ","$273,621 ","$271,708 ","$272,389 ","$275,631 ","$280,820 ","$286,624 ","$290,159 ","$291,748 ","$291,748 ","$291,748 ","$291,456 ","$291,164 ","$291,164 ","$291,456 ","$291,748 ","$291,780 ","$295,022 ","$299,886 ","$306,372 ","$312,209 ","$317,073 ","$320,284 ","$319,343 ","$318,366 ","$314,688 ","$309,267 ","$303,233 ","$299,900 "
395022,45,"Richmond, VA",Msa,VA,"$296,322 ","$297,345 ","$304,932 ","$316,566 ","$324,248 ","$327,326 ","$327,497 ","$324,876 ","$320,430 ","$313,760 ","$309,540 ","$307,795 ","$307,761 ","$309,489 ","$318,074 ","$330,063 ","$342,001 ","$346,789 ","$347,491 ","$342,702 ","$336,203 ","$328,678 ","$324,915 ","$324,804 ","$327,523 ","$332,654 ","$339,589 ","$348,500 ","$358,436 ","$368,681 ","$375,847 ","$379,609 ","$378,884 ","$378,975 ","$379,097 ","$381,500 ","$384,517 ","$388,050 "
